work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0044,PUMP-103,Submersible Pump,2023-03-25,Marcus Vance,cable damage,Pump lost power suddenly (`0 Amps` draw). Cable strain relief failed allowing cable weight (`179 lbs`) to rub against concrete pit wall (`0.49` in/sec vibration).,Thermal overload (`134 Amps` sustained draw) in ambient sunlight (`133`°C outside air) melted inner PVC conductor insulation inside conduit drop.,"Replaced power cable run from disconnect (`460V` rating) to submersible gland (`P/N 5993-B`), installed UV-resistant conduit jacket, and megger tested (`0.48 Mega-ohms`).","Submersible Power Cable (75ft), UV Conduit Jacket, Entry Gland Assembly",6.2,
WO-0050,PUMP-103,Submersible Pump,2023-03-30,Marcus Vance,cable damage,Pump lost power suddenly (`0 Amps` draw). Cable strain relief failed allowing cable weight (`179 lbs`) to rub against concrete pit wall (`0.71` in/sec vibration).,Thermal overload (`296 Amps` sustained draw) in ambient sunlight (`170`°C outside air) melted inner PVC conductor insulation inside conduit drop.,"Replaced power cable run from disconnect (`460V` rating) to submersible gland (`P/N 4190-A`), installed UV-resistant conduit jacket, and megger tested (`0.08 Mega-ohms`).","Submersible Power Cable (75ft), UV Conduit Jacket, Entry Gland Assembly",4.0,
WO-0057,PUMP-103,Submersible Pump,2023-04-27,Marcus Vance,clogging,Ops reported pump running hot (`135`°C) with severely restricted output flow (`42%` flow drop). Suspect ragball or solid debris blockage in volute.,"Accumulation of fibrous wipes, rags, and solid debris (`2.3 lbs`) wrapped tightly around multi-vane impeller leading edges after `27926` hours.","Pulled pump out of wet well, manually cleared `1.5 lbs` fibrous ragball from impeller vanes, and flushed volute chamber with high-pressure hose (`29 PSI`).","Suction Screen Fasteners, Volute O-Ring",1.5,
WO-0064,PUMP-103,Submersible Pump,2023-05-24,Marcus Vance,motor winding failure,Continuous tripping of thermal/magnetic overload relays (`81 Amps`). Field check confirmed dead short between phase B and ground (`0.48 Mega-ohms`).,"Thermal runaway caused by deadhead running (`0 GPM` flow for `32713` hours), melting stator slot insulation and shorting phase coils (`460V +/- 3%`).","Rewound stator coils (`Spec-938`), replaced thermal protection switches (`setpoint 140°C`), filled housing with fresh dielectric oil, and verified insulation (`0.11 Mega-ohms`).","Stator Coil Rewind Set, Thermal Switch Pack, Dielectric Oil Fill Kit",8.8,
WO-0144,PUMP-103,Submersible Pump,2023-09-14,Jameson Thorne,clogging,"Flow rate degraded (`351 GPM`, down `53%` from design). Pump cycling on high level alarm every `11158` minutes with abnormal churning noise.","Large solid debris (`0.13 inch` diameter block) wedged between impeller shroud and volute tongue, locking impeller partially (`37 ft-lbs` stall torque).",Cleared clogged `100-mesh` suction screen and impeller passage; hydro-blasted wet well sump walls (`20 PSI` water) to remove grease accumulation.,"Volute Gasket Set, Suction Screen Bolts",1.6,
WO-0165,PUMP-103,Submersible Pump,2023-10-30,Elena Rostova,motor winding failure,Continuous tripping of thermal/magnetic overload relays (`194 Amps`). Field check confirmed dead short between phase B and ground (`0.32 Mega-ohms`).,Prolonged operation in overheated condition (`141`°C internal temp) due to low sump liquid level (`16%` submerged) leading to thermal aging of winding varnish.,"Replaced complete submersible motor assembly (`P/N 8246-X`), renewed cable entry seal assembly (`Spec-314`), and tested megger resistance (`> 500 Mega-ohms`) before dropping into pit.","Submersible Motor Assembly, Cable Entry Seal Kit, Terminal Terminal Lugs",9.0,
WO-0210,PUMP-103,Submersible Pump,2024-02-16,Carlos Ramirez,cable damage,Submersible power cable jacket split near guide rail clamp (`0.16 inch` tear). Insulation resistance between conductors fluctuating severely (`0.48 Mega-ohms`).,Chemical degradation (`pH 9.1` attack) and hardening of outer cable jacket from `28 months` immersion in industrial hydrocarbon effluent.,"Renewed power cable assembly (`Spec-502`), installed rubber guide rail chafing protectors (`0.08 inch`), and re-torqued strain relief clamp (`40 ft-lbs`).","Power Cable Assembly, Rubber Chafing Guard, Gland Kit",5.3,
WO-0228,PUMP-103,Submersible Pump,2024-03-26,Carlos Ramirez,motor winding failure,Submersible pump tripped main circuit breaker upon startup. Megger insulation resistance test showed `0.15 Mega-ohms` to ground.,Moisture ingress (`392 ppm` water detected in oil chamber) into motor enclosure through degraded cable entry seal caused stator winding insulation breakdown after `19659` hours.,"Pulled submersible pump from sump, sent to certified rewind shop for full Class H stator rewinding (`P/N 4008-B`) and double VPI epoxy dip (`2.2%` test).","Submersible Stator Rewind Kit Class H, Upper/Lower Mechanical Seals, O-Ring Rebuild Set",11.6,
WO-0273,PUMP-103,Submersible Pump,2024-06-13,Marcus Vance,seal leakage,"Routine inspection of oil chamber sampling port revealed milky, emulsified oil (`severe` water contamination, `255 ppm` moisture).",Dry running during low wet-well level (`43%` submerged) caused extreme frictional heating (`130`°C) and thermal cracking of ceramic seal rings.,"Replaced thermal-cracked seal faces with silicon carbide/silicon carbide seal (`P/N 2857-A`), renewed float switch setpoints, and pressure tested chamber (`35 PSI`).","SiC/SiC Mechanical Seal Kit, Float Switch Assembly, Chamber Gasket",7.0,
WO-0292,PUMP-103,Submersible Pump,2024-07-17,David Chen,clogging,Ops reported pump running hot (`110`°C) with severely restricted output flow (`49%` flow drop). Suspect ragball or solid debris blockage in volute.,"Accumulation of fibrous wipes, rags, and solid debris (`6.5 lbs`) wrapped tightly around multi-vane impeller leading edges after `12533` hours.","Pulled pump out of wet well, manually cleared `2.8 lbs` fibrous ragball from impeller vanes, and flushed volute chamber with high-pressure hose (`40 PSI`).","Suction Screen Fasteners, Volute O-Ring",2.4,
WO-0314,PUMP-103,Submersible Pump,2024-08-08,David Chen,seal leakage,High water content (`21 ppm`) in barrier oil reservoir. No external leak visible yet but lower mechanical seal compromised (`8.3 PSI` drop).,Corrosion (`pH 5.9`) of lower seal housing lip due to aggressive wastewater chemistry thinned seal retainer by `66%` after `9 months`.,"Renewed tandem mechanical seals (`Spec-580`), replaced corroded seal retainer ring (`P/N 3143-REV2`), and verified zero drop on 30-minute pressure decay test (`57 PSI`).","Seal Repair Kit, Retainer Ring, O-Ring Set",6.7,
WO-0324,PUMP-103,Submersible Pump,2024-08-26,Sarah Jenkins,clogging,Submersible pump drawing fluctuating current (`158 Amps +/- 56%`) with severe acoustic chattering (`high-pitched squealing`) inside intake bellmouth.,Inlet suction screen (`80-mesh`) completely blinded off (`41%` blocked) by floating debris and grease buildup in wet well (`pH 8.5`).,"Disassembled volute casing, removed `1.5 lbs` heavy silt/rag blockage, and checked impeller wear ring clearances (`0.006 gap`).","Wear Ring Set, Casing O-Ring",3.4,
WO-0327,PUMP-103,Submersible Pump,2024-08-30,Priya Patel,motor winding failure,Stator winding ground fault triggered ground fault interrupter at `30 Amps`. IR scan showed localized casing hot spot (`115`°C).,Stator winding ground fault (`0.22 Mega-ohms` resistance) caused by internal magnetic vibration (`0.68` in/sec) chafing insulation against stator core slots.,"Installed spare submersible motor unit (`Spec-997`), renewed mechanical seals (`0.005 gap`) and power cable gland, and verified proper rotation and current (`269 Amps`).","Submersible Motor Unit Spare, Lower Mechanical Seal Assembly, Dielectric Oil 1 Gal",9.2,
WO-0340,PUMP-103,Submersible Pump,2024-09-18,Priya Patel,cable damage,Pump lost power suddenly (`0 Amps` draw). Cable strain relief failed allowing cable weight (`35 lbs`) to rub against concrete pit wall (`0.24` in/sec vibration).,"Improper clamping (`326 in-lbs` torque) of cable strain relief allowed cable weight (`46 lbs`) to pull on terminal entry gland, tearing outer polyurethane jacket.","Spliced and potted cable using marine-grade resin splice kit (`Spec-647`), and installed protective stainless abrasion sleeve (`Spec-831`) over guide rail area.","Marine Resin Cable Splice Kit, Stainless Abrasion Sleeve",4.8,
