work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0004,CHILL-301,Centrifugal Chiller,2023-01-09,Carlos Ramirez,refrigerant leak,Chiller tripped on low evaporator pressure cutout (`73 PSI`) during pull-down. Sight glass on liquid line shows continuous stream of bubbles (`55%` flash gas).,Stress fracture (`0.008 inch` crack length) on oil return line brazed joint due to excessive compressor vibration (`0.62` in/sec RMS).,"Recovered `80 lbs` refrigerant, silver-brazed cracked oil return line (`P/N 3626-A`), replaced filter drier (`Spec-801`), and leak checked with `81 PSI` nitrogen.","Vibration Absorber Loop, Filter Drier Core Kit, 15% Silver Solder, Nitrogen Cylinder",8.0,
WO-0030,CHILL-301,Centrifugal Chiller,2023-02-28,Sarah Jenkins,tube fouling,Chiller efficiency degraded (`kW/ton up by 14%`). Condenser water inlet/outlet delta-T reduced to `107`°C (`normal 5.5°C`).,Bio-fouling and algae growth inside condenser tubes forming insulating biofilm layer (`0.15 inch`) after chemical biocide dosing pump failure (`1 years` lapse).,"Removed condenser water heads, cleared heavy silt/debris (`7.8 lbs`) from pass ribs, brushed tube bundle with nylon/copper brushes (`P/N 8711-REV2`), and renewed end cover gaskets.","Water Box End Cover Gaskets, Nylon Replacement Tube Brushes (10-Pack)",9.1,
WO-0040,CHILL-301,Centrifugal Chiller,2023-03-16,Hannah Abbott,refrigerant leak,Compressor discharge superheat abnormally high (`+122`°C). Leak detector picked up `164 ppm` R-134a concentration near evaporator water box.,Leaking shaft seal on open-drive centrifugal compressor assembly caused by drying out of seal face carbon (`0.010 inch` wear) during `20 months` winter shutdown.,"Replaced open-drive compressor mechanical shaft seal assembly (`P/N 6316-X`), renewed oil separation filters (`Spec-233`), evacuated system, and verified zero leak rate (`< 177 ppm ppm`).","Centrifugal Compressor Shaft Seal Assembly, Oil Filter Element, R-134a (65 lbs)",10.6,
WO-0042,CHILL-301,Centrifugal Chiller,2023-03-24,Elena Rostova,tube fouling,Evaporator approach temperature expanded (`84`°C). Chiller surging repeatedly (`57 Hz`) due to high lift requirements from fouled tubes.,Ingestion of plastic debris and leaves (`3.4 lbs`) past cooling tower strainers partially plugged `54%` of condenser tube inlets.,"Removed water box covers, manually rodded out `60%` tube blockage (`6.2 lbs` removed), installed upgraded strainer baskets (`P/N 4881-A`), and reassembled with new gaskets.","Water Box Gasket Set, Inlet Strainer Baskets (2x), Tube Cleaning Rods",6.4,
WO-0051,CHILL-301,Centrifugal Chiller,2023-04-02,Priya Patel,refrigerant leak,Chiller unable to reach `100%` capacity (`stalled at 79%` load). Oil recovery system fault indicating high `423 ppm` refrigerant in oil sump.,Leaking shaft seal on open-drive centrifugal compressor assembly caused by drying out of seal face carbon (`0.022 inch` wear) during `1 years` winter shutdown.,"Replaced open-drive compressor mechanical shaft seal assembly (`Spec-380`), renewed oil separation filters (`Spec-675`), evacuated system, and verified zero leak rate (`< 458 ppm ppm`).","Centrifugal Compressor Shaft Seal Assembly, Oil Filter Element, R-134a (65 lbs)",9.3,
WO-0090,CHILL-301,Centrifugal Chiller,2023-07-03,Hannah Abbott,tube fouling,Condenser water flow rate dropped (`-78%` GPM). Water box delta-P increased to `23.9 PSI` (`normal < 8 PSI`).,Bio-fouling and algae growth inside condenser tubes forming insulating biofilm layer (`0.05 inch`) after chemical biocide dosing pump failure (`9 months` lapse).,"Removed condenser water heads, cleared heavy silt/debris (`7.8 lbs`) from pass ribs, brushed tube bundle with nylon/copper brushes (`P/N 2089-C`), and renewed end cover gaskets.","Water Box End Cover Gaskets, Nylon Replacement Tube Brushes (10-Pack)",6.1,
WO-0113,CHILL-301,Centrifugal Chiller,2023-08-02,Sarah Jenkins,refrigerant leak,Chiller tripped on low evaporator pressure cutout (`23 PSI`) during pull-down. Sight glass on liquid line shows continuous stream of bubbles (`54%` flash gas).,Thermal expansion cycles (`105`°C swings) loosened flange bolts (`365 in-lbs` under-torqued) on compressor suction elbow connection O-ring groove.,"Replaced degraded compressor suction elbow O-ring seal (`Spec-938`) and rupture disc assembly, pulled 24-hour deep vacuum test, and charged unit with 120 lbs of R-134a (`71 lbs`).","Suction Elbow O-Ring Kit, Rupture Disc Gasket, R-134a Refrigerant (100 lbs)",9.2,
WO-0157,CHILL-301,Centrifugal Chiller,2023-10-16,Jameson Thorne,tube fouling,Chiller efficiency degraded (`kW/ton up by 71%`). Condenser water inlet/outlet delta-T reduced to `122`°C (`normal 5.5°C`).,Bio-fouling and algae growth inside condenser tubes forming insulating biofilm layer (`0.27 inch`) after chemical biocide dosing pump failure (`4 years` lapse).,"Removed condenser water heads, cleared heavy silt/debris (`5.9 lbs`) from pass ribs, brushed tube bundle with nylon/copper brushes (`P/N 5857-A`), and renewed end cover gaskets.","Water Box End Cover Gaskets, Nylon Replacement Tube Brushes (10-Pack)",6.2,
WO-0162,CHILL-301,Centrifugal Chiller,2023-10-25,Sarah Jenkins,refrigerant leak,Compressor discharge superheat abnormally high (`+134`°C). Leak detector picked up `412 ppm` R-134a concentration near evaporator water box. Ops reported load fluctuations on TOWER-301 coinciding with this fault.,Porous casting defect in cast iron compressor volute (`0.15 inch` void) opened up after `40465` hours of high-pressure (`46 PSI`) surging.,"Installed specialized mechanical seal clamp (`Spec-925`) over casting defect, pressure tested shell (`41 PSI`), evacuated, and recharged (`93 lbs`).","Mechanical Flange Repair Clamp, Epoxy Sealant Paste, R-134a Bottle (50 lbs)",11.2,TOWER-301
WO-0173,CHILL-301,Centrifugal Chiller,2023-11-20,Hannah Abbott,tube fouling,Chiller efficiency degraded (`kW/ton up by 28%`). Condenser water inlet/outlet delta-T reduced to `87`°C (`normal 5.5°C`).,"Accumulation of mud, silt, and cooling tower scale debris (`6.9 lbs`) blocking water flow across passes inside condenser water boxes (`80%` blocked).","Circulated inhibited acid descaling solution (`Spec-753`) through condenser bundle for `16635` hours, neutralized loop (`pH 5.5`), and mechanically brushed tubes to bare copper.","Inhibited Acid Descaling Chemical (20 Gallons), Neutralizer Powder, Head Gasket Set",9.3,
