work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0011,XFMR-402,Power Transformer,2023-01-17,Jameson Thorne,oil leakage,Buchholz relay minor alarm active (`5.3 lbs` gas/air collection in chamber). Inspection revealed slight oil seep along main tank cover bolted flange (`0.43` vibration on fins).,"Age-related hardening, shrinkage, and compression set of nitrile rubber gaskets (`0.15 inch` gap) on main tank cover and bushing flanges after `10` years of outdoor exposure.","De-energized and grounded transformer, lowered oil level slightly, re-torqued main cover and bushing flange bolts (`261 in-lbs` torque) in crisscross pattern, and topped off with `79 lbs` degassed mineral oil.","Nitrile-Cork Transformer Gasket Sheet Kit, Type II Inhibited Dielectric Mineral Oil (15 Gallons), Flange Bolt Set",9.7,
WO-0059,XFMR-402,Power Transformer,2023-05-05,Marcus Vance,oil leakage,Nitrogen blanket pressure dropping rapidly (`-18.3 PSI/day`). Oil weeping (`699 oz/hr`) around LV bushing mounting flange.,Vibration from core magnetostriction (`18 Hz` frequency) fatigued the brass drain valve threads (`0.007 inch` play) over `10 months`.,"Replaced defective sudden pressure relay gasket (`Spec-177`), purged headspace with dry nitrogen (`16 PSI`), and verified leak-tight seal with soap solution.","Sudden Pressure Relay Gasket, Nitrogen Cylinder, Leak Detector Solution",6.2,
WO-0063,XFMR-402,Power Transformer,2023-05-23,David Chen,oil leakage,Oil dripping steadily (`54 Hz drops per min`) from top cover bushing turret gasket area. Transformer tank exterior coated in excessive dust and oil (`0.06 inch` thick). Also inspected PANEL-402 to rule out secondary mechanical strain or electrical feed anomalies.,Degraded O-ring seal (`Spec-526`) on no-load tap changer shaft assembly allowing slow weepage of insulating mineral oil under `65 PSI` static head pressure.,"Re-torqued all exterior radiator and cover flange bolts to `257 in-lbs`, replaced leaking drain valve assembly (`Spec-925`), topped off insulating oil, and pulled oil sample for DGA test (`480 ppm`).","Complete Transformer Sealing Gasket Kit, Dielectric Oil Top-off Drums (20 Gal)",10.2,PANEL-402
WO-0101,XFMR-402,Power Transformer,2023-07-10,Hannah Abbott,winding insulation degradation,Transformer emitting excessive buzzing/crackling sound inside tank (`0.39` in/sec RMS on shell). Ultrasonic acoustic survey detected partial discharge (`26 Hz` pulses/sec) near HV winding.,Long-term thermal degradation and chemical depolymerization of Kraft paper winding insulation caused by operating at sustained high load temperatures (`> 118°C`) over `7` years.,"Scheduled emergency outage, connected mobile vacuum oil purification/dehydration rig, circulated and dried oil to `< 438 ppm ppm` moisture, and added metal passivator chemical (`Spec-326`).","Fuller's Earth Filter Cartridges (Set of 6), Silica Gel Breather Desiccant Charge (10 lbs), Oil Passivator Additive (1 Gal)",11.5,
WO-0131,XFMR-402,Power Transformer,2023-08-16,Marcus Vance,overheating,Transformer tripping on top-stage oil temperature relay (`>113`°C) during peak afternoon ambient temperature (`+marked` above design).,"External radiator fins heavily clogged (`64%` blocked) with airborne cottonwood fluff, dust, and industrial dirt, reducing convective heat rejection by `> 50%`.","Thoroughly washed exterior radiator cooling fins to remove cottonwood/dirt blockage (`3.1 lbs`), replaced 2 burned-out cooling fan motors (`P/N 1547-B`), and checked oil level indicator.","Replacement Cooling Fan Assemblies (Set of 2), Fan Control Thermostat Switch, Radiator Fin Cleaner",4.1,
WO-0151,XFMR-402,Power Transformer,2023-09-28,Jameson Thorne,overheating,Ops reported strong heat waves radiating from transformer tank. Infrared scan showed `concerning` localized heating around LV bushing terminations (`115°C`).,Internal circulating currents (`50 Amps`) between parallel winding strands due to broken transposition crossover (`0.017 inch` arc gap).,"De-rated transformer capacity to `33%`, scheduled offline internal inspection to repair winding transposition, and increased forced cooling duty cycle.","Warning Placard, Supplemental Box Fan (Temporary)",6.5,
WO-0164,XFMR-402,Power Transformer,2023-10-28,Sarah Jenkins,winding insulation degradation,Transformer emitting excessive buzzing/crackling sound inside tank (`0.41` in/sec RMS on shell). Ultrasonic acoustic survey detected partial discharge (`28 Hz` pulses/sec) near HV winding.,Transient overvoltages (`460V +/- 3%` spike) from switching surges and lightning strikes caused micro-perforations and partial discharge inside inter-turn paper insulation.,"De-energized transformer, performed comprehensive electrical testing (TTR, Winding Resistance, Sweep Frequency Response Analysis), dried oil via vacuum rig, and added antioxidant additives (`Spec-818`).","Inhibited Dielectric Mineral Oil (50 Gal), Transformer Breather Assembly, Antioxidant Oil Additive Package",9.8,
WO-0175,XFMR-402,Power Transformer,2023-11-22,Sarah Jenkins,winding insulation degradation,Power factor / Tan-Delta test on transformer windings increased to `23%` (`normal < 0.5%`). Furan analysis indicates severe Kraft paper insulation aging (`DP < 45 Hz`).,Transient overvoltages (`460V` spike) from switching surges and lightning strikes caused micro-perforations and partial discharge inside inter-turn paper insulation.,"De-energized transformer, performed comprehensive electrical testing (TTR, Winding Resistance, Sweep Frequency Response Analysis), dried oil via vacuum rig, and added antioxidant additives (`P/N 9938-B`).","Inhibited Dielectric Mineral Oil (50 Gal), Transformer Breather Assembly, Antioxidant Oil Additive Package",10.8,
WO-0212,XFMR-402,Power Transformer,2024-02-25,Priya Patel,oil leakage,Transformer main oil level gauge showing `30%` low level (`near bottom mark`). Noticeable high dielectric oil pooling (`2.8 ft` spread) on concrete pad under radiator banks. Field diagnostics indicate misalignment at shaft coupling connecting directly to PANEL-402.,Degraded O-ring seal (`Spec-491`) on no-load tap changer shaft assembly allowing slow weepage of insulating mineral oil under `59 PSI` static head pressure.,"Re-torqued all exterior radiator and cover flange bolts to `84 ft-lbs`, replaced leaking drain valve assembly (`Spec-500`), topped off insulating oil, and pulled oil sample for DGA test (`34 ppm`).","Complete Transformer Sealing Gasket Kit, Dielectric Oil Top-off Drums (20 Gal)",8.4,PANEL-402
WO-0215,XFMR-402,Power Transformer,2024-03-05,Marcus Vance,overheating,Ops reported strong heat waves radiating from transformer tank. Infrared scan showed `marked` localized heating around LV bushing terminations (`115°C`).,Internal circulating currents (`168 Amps`) between parallel winding strands due to broken transposition crossover (`0.015 inch` arc gap).,"De-rated transformer capacity to `35%`, scheduled offline internal inspection to repair winding transposition, and increased forced cooling duty cycle.","Warning Placard, Supplemental Box Fan (Temporary)",5.4,
