work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0067,MOTOR-602,Induction Motor,2023-05-27,Hannah Abbott,rotor imbalance,1X RPM radial vibration (`0.37` in/sec RMS) dominant across both motor bearing housings. Vibration amplitude increases with motor speed (`21 Hz`).,Improper key length (`0.023 inch` excess key protruding) installed on drive coupling extension during previous coupling replacement.,"Replaced half-key on coupling shaft extension with precision stepped key (`Spec-241`), re-laser aligned (`0.009 gap`), and verified 1X vibration dropped (`0.23` in/sec).","Precision Stepped Shaft Key, Coupling Shim Pack",8.3,
WO-0077,MOTOR-602,Induction Motor,2023-06-21,Jameson Thorne,overheating,Continuous thermal cycling alarms (`129`°C trip setpoint). Cooling airflow exiting fan cover feels severely restricted (`47%` drop).,High ambient air temperature (`122`°C inside enclosure) combined with heavy duty cycle (`16%` load) exceeded thermal dissipation capacity.,"Installed ventilation louver fans in enclosure (`P/N 6141-B`), washed motor frame (`82 ppm` debris cleared), and verified operating temperature stabilized (`131`°C).","Enclosure Exhaust Fan Unit, Motor Frame Cleaning Kit",3.0,
WO-0085,MOTOR-602,Induction Motor,2023-06-28,Hannah Abbott,rotor imbalance,Strong physical vibration (`0.32` in/sec RMS) felt on motor baseplate. Spectrum analysis confirms pure once-per-revolution (`1X`) imbalance frequency.,Porosity and casting voids (`0.17 inch` void) inside aluminum rotor short-circuit rings that shifted after `27766` thermal cycles (`128`°C).,"Extracted rotor, machined end rings to true balance plane (`0.005 tolerance`), balanced dynamically (`G1.0`), and verified smooth running (`0.73` in/sec RMS).","Precision Dynamic Balancing Weight Set, End Ring Clip Kit",7.5,
WO-0093,MOTOR-602,Induction Motor,2023-07-03,Sarah Jenkins,bearing wear,Vibration analysis indicates severe inner race defect frequencies (BPFI) on motor drive-end bearing (`0.36` in/sec RMS) with `marked` harmonics. Also inspected CNV-602 to rule out secondary mechanical strain or electrical feed anomalies.,Contamination of bearing grease with ambient chemical dust (`273 ppm` solids) through defective shaft labyrinth seal (`0.007 gap`).,"Replaced DE/NDE bearings (`Spec-465`), installed upgraded non-contact INPRO labyrinth shaft seals (`Spec-549`), and greased with Polyrex EM (`13%` fill).","Precision Ball Bearing C3 Set, INPRO Labyrinth Seal Kit, Polyrex EM Grease",5.1,CNV-602
WO-0219,MOTOR-602,Induction Motor,2024-03-11,Carlos Ramirez,overheating,Motor frame temperature exceeding `82`°C measured across cooling fins. RTD sensors indicating winding temp near `134`°C (`alarm limit 140°C`).,Broken external cooling fan blade (`20%` fan area lost) caused loss of turbulent airflow across cooling ribs under `164 Amps` load.,"Replaced damaged polypropylene cooling fan (`Spec-434`), straightened bent fan cowl (`0.008 gap`), and verified full airflow restoration (`120`°C housing).","Polypropylene Replacement Cooling Fan, Cowl Hardware Kit",3.7,
WO-0231,MOTOR-602,Induction Motor,2024-04-03,Carlos Ramirez,rotor imbalance,Motor shaking severely (`0.59` in/sec RMS) right after routine cleaning. No electrical anomalies detected on phase currents (`60 Amps`).,Improper key length (`0.021 inch` excess key protruding) installed on drive coupling extension during previous coupling replacement.,"Replaced half-key on coupling shaft extension with precision stepped key (`P/N 5519-A`), re-laser aligned (`0.017 gap`), and verified 1X vibration dropped (`0.60` in/sec).","Precision Stepped Shaft Key, Coupling Shim Pack",7.7,
WO-0280,MOTOR-602,Induction Motor,2024-06-26,David Chen,overheating,Thermal overload relay tripped after `23531` hours of continuous running (`304 Amps`). Cooling fan shroud feels excessive hot to the touch.,"Running motor at low RPM (`< 43 Hz`) via VFD without auxiliary blower forced-air cooling, leading to severe thermal stagnation (`117`°C).","Corrected upstream tap settings on transformer to balance phase voltage (`480V`), deep cleaned motor heat sink fins, and verified winding temp dropped (`-105`°C).","Cooling Fan Blade Assembly, Shroud Fasteners, Fan Guard Grid",3.2,
WO-0296,MOTOR-602,Induction Motor,2024-07-25,Elena Rostova,winding insulation failure,Stator phase winding failed during high-load ramp (`251 Amps`). Polarization Index (PI) dropped to `1.7%` with significant smoke from terminal box.,Overloading motor beyond `1.15` service factor (`drawing 64%` above rated `36 Amps`) during peak production caused sustained copper heating (`125`°C).,"Performed complete motor replacement (`P/N 9312-X`), renewed lead lugs (`93 ft-lbs` torque), and verified dynamic balance (`0.40` in/sec) and laser alignment (`0.013 gap`).","Warehouse Spare Induction Motor Assembly, Mounting Bolt Set, Lead Connectors",10.2,
WO-0300,MOTOR-602,Induction Motor,2024-07-28,Jameson Thorne,bearing wear,Motor drive-end bearing housing temperature reaching `96`°C (`alarm > 85°C`). High frequency acoustic vibration (`0.54` in/sec RMS) detected. Tech observed abnormal acoustic noise propagating across the coupling from CNV-602.,Over-greasing by maintenance personnel caused excessive churning heat (`122`°C) and blown grease retainer seals (`0.05 inch` gap).,"Replaced drive-end and non-drive-end bearings (`Spec-154`), installed shaft grounding ring (`Spec-620`) to mitigate VFD bearing currents, and realigned unit within `0.012 gap`.","DE Ball Bearing, NDE Insulated Bearing, AEGIS Shaft Grounding Ring Kit",6.1,CNV-602
WO-0323,MOTOR-602,Induction Motor,2024-08-26,Priya Patel,rotor imbalance,"High horizontal vibration measured at motor drive-end (`0.67` in/sec RMS, `52%` above ISO 10816 alarm threshold). Unit humming loudly (`cavitation crackling`).",Uneven accumulation of heavy dried process cake and dirt (`0.21 inch` layer) inside rotor cooling channels and external fan blades.,"Removed rotor from stator, cleaned debris from cooling slots, checked shaft runout on lathe (`0.006 inch`), and dynamically balanced rotor to G2.5 grade (`0.68` in/sec).","Replacement Cooling Fan Assembly, Shaft Key, Balancing Weights",6.1,
WO-0325,MOTOR-602,Induction Motor,2024-08-27,Hannah Abbott,rotor imbalance,Motor shaking severely (`0.52` in/sec RMS) right after routine cleaning. No electrical anomalies detected on phase currents (`82 Amps`).,Loss of balancing weight (`4.1 lbs` mass detached) from cooling fan or rotor end ring due to vibration fatigue (`0.46` in/sec) over `8891` hours.,"Disassembled cooling fan shroud, cleaned rotor assembly (`5.1 lbs` dirt cleared), and performed in-situ two-plane dynamic field balancing using trim weights (`P/N 1422-C`).","Dynamic Balancing Trim Weight Kit, Fan Shroud Fasteners",7.3,
WO-0370,MOTOR-602,Induction Motor,2024-11-27,David Chen,winding insulation failure,Motor tripped main overload and instantaneous ground fault protection (`210 Amps`). Stator shows `114`°C localized hotspot on IR scan.,Overloading motor beyond `1.15` service factor (`drawing 37%` above rated `117 Amps`) during peak production caused sustained copper heating (`148`°C).,"Performed complete motor replacement (`Spec-662`), renewed lead lugs (`286 in-lbs` torque), and verified dynamic balance (`0.35` in/sec) and laser alignment (`0.020 gap`).","Warehouse Spare Induction Motor Assembly, Mounting Bolt Set, Lead Connectors",10.7,
WO-0382,MOTOR-602,Induction Motor,2024-12-25,Marcus Vance,bearing wear,Severe clicking audible near drive coupling. Motor bearing temperature elevated (`106`°C) with `extreme` radial vibration (`0.69` in/sec RMS).,Normal fatigue wear of deep groove ball bearings (`0.014 inch` race play) after exceeding `10639` hours of continuous operating life.,"Disassembled motor, installed insulated NDE bearing and standard DE bearing (`Spec-758`), verified proper clearance (`0.007 gap`), and tested smooth running (`0.36` in/sec).","SKF Deep Groove Ball Bearing Set, Grease Valve Kit, End Shield Gasket",4.2,
WO-0383,MOTOR-602,Induction Motor,2024-12-28,Marcus Vance,bearing wear,High envelope acceleration (`g-E`) detected across drive-end bearing. Oil/grease sampling confirmed `78 ppm` particulate wear debris.,Over-greasing by maintenance personnel caused excessive churning heat (`125`°C) and blown grease retainer seals (`0.06 inch` gap).,"Replaced drive-end and non-drive-end bearings (`Spec-517`), installed shaft grounding ring (`Spec-252`) to mitigate VFD bearing currents, and realigned unit within `0.010 gap`.","DE Ball Bearing, NDE Insulated Bearing, AEGIS Shaft Grounding Ring Kit",7.4,
WO-0386,MOTOR-602,Induction Motor,2024-12-30,Sarah Jenkins,overheating,Thermal overload relay tripped after `11484` hours of continuous running (`193 Amps`). Cooling fan shroud feels severe hot to the touch.,"Running motor at low RPM (`< 23 Hz`) via VFD without auxiliary blower forced-air cooling, leading to severe thermal stagnation (`165`°C).","Corrected upstream tap settings on transformer to balance phase voltage (`480V +/- 1%`), deep cleaned motor heat sink fins, and verified winding temp dropped (`-113`°C).","Cooling Fan Blade Assembly, Shroud Fasteners, Fan Guard Grid",2.2,
