work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0014,DRYER-201,Refrigerated Air Dryer,2023-01-24,Elena Rostova,condensate drain clog,High condensate water level alarm triggered on air dryer separator basin. Water pooling (`0.15 inch` depth) around bottom cabinet base.,Internal float mechanism of pneumatic zero-loss drain jammed shut due to heavy rust particles (`25 ppm`) from aging inlet piping.,Replaced jammed internal float assembly with upgraded heavy-duty electronic zero-loss condensate drain trap (`P/N 3669-X`) and flushed separator bowl (`557 GPM`).,"Heavy-Duty Electronic Drain Trap Assembly, Strain Mesh Filter",2.0,
WO-0045,DRYER-201,Refrigerated Air Dryer,2023-03-26,Carlos Ramirez,condensate drain clog,High condensate water level alarm triggered on air dryer separator basin. Water pooling (`0.13 inch` depth) around bottom cabinet base.,"Accumulation of rust scales, pipe dope, and oily emulsion sludge (`0.12 inch` thick) clogged inlet strainer of electronic zero-loss drain valve.","Isolated and bypassed drain line, disassembled electronic zero-loss drain valve (`P/N 7176-A`), cleaned strainer mesh of rust sludge, and rebuilt solenoid valve.","Electronic Zero-Loss Drain Solenoid Valve Rebuild Kit, Drain Strainer Mesh",2.2,
WO-0120,DRYER-201,Refrigerated Air Dryer,2023-08-05,David Chen,compressor fault,Compressor contactor chatting rapidly (`22 Hz`). Hermetic dome temperature normal but unit drawing `50 Amps` (`target 93 Amps`). High load demand from driven equipment (COMP-201) suspected of accelerating component wear.,Liquid slugging (`81%` liquid refrigerant return) destroyed scroll compressor involute plates during abrupt hot gas bypass failure.,"Cut out failed compressor shell, flushed system of acidic burnout oil (`P/N 9029-A` solvent), installed suction filter drier, brazed new scroll (`Spec-698`), and charged (`122 lbs`).","Scroll Compressor Core, Burnout Cleanup Filter, RX-11 Flush Solvent (1 Can), R-407C (6 lbs)",5.3,COMP-201
WO-0158,DRYER-201,Refrigerated Air Dryer,2023-10-19,Hannah Abbott,refrigerant leak,Evaporator approach temperature expanded to `116`°C (`normal < 3°C`). Discharge line frost (`0.18 inch` buildup) indicating starved evaporator coil.,Fretting wear between rubbing copper refrigerant lines (`0.24 inch` worn away) inside cabinet wore through tubing wall over `1 years`.,"Replaced leaking Schrader valve cores and service caps (`Spec-748`), pulled deep vacuum to verify holding, and recharged refrigerant to nameplate specification (`13 lbs`).","Schrader Valve Cores & Brass Caps, R-134a Refrigerant (4 lbs), Filter Drier Element",4.5,
WO-0159,DRYER-201,Refrigerated Air Dryer,2023-10-19,Hannah Abbott,compressor fault,Megger test of compressor windings shows dead short to ground (`0.18 Mega-ohms` insulation resistance). Distinct heavy electrical burn smell from terminal box. Field diagnostics indicate misalignment at shaft coupling connecting directly to COMP-201.,Mechanical seizure (`272 in-lbs` lockup) of hermetic scroll/reciprocating compressor internal bearings due to prolonged loss of oil return (`56%` oil loss) from system.,Replaced start and run capacitors (`P/N 1565-A`) along with potential relay; tested hermetic compressor windings (`0.16 Mega-ohms OK`) and successfully restarted unit.,"Compressor Run Capacitor 45uF, Start Relay Kit, Contactor",4.5,COMP-201
WO-0169,DRYER-201,Refrigerated Air Dryer,2023-11-11,David Chen,refrigerant leak,Air dryer dew point gauge reading `86`°C (high dew point alarm active). Suction pressure on refrigerant compressor reading near `0` PSI (`target 19 PSI`).,Degraded Schrader access valve core O-ring (`P/N 1988-REV2`) allowed slow loss of R-134a/R-407C refrigerant charge (`-20%` loss) over past 6 months.,"Repaired pinhole braze leak at evaporator inlet header, installed new bi-flow filter drier (`Spec-616`), and charged unit with precise weight of R-134a (`141 lbs`).","Filter Drier Core Assembly, Braze Alloy, R-134a Refrigerant Bottle",5.2,
WO-0177,DRYER-201,Refrigerated Air Dryer,2023-11-24,Marcus Vance,refrigerant leak,Air dryer dew point gauge reading `127`°C (high dew point alarm active). Suction pressure on refrigerant compressor reading near `0` PSI (`target 53 PSI`).,Fretting wear between rubbing copper refrigerant lines (`0.13 inch` worn away) inside cabinet wore through tubing wall over `4 years`.,"Replaced leaking Schrader valve cores and service caps (`Spec-225`), pulled deep vacuum to verify holding, and recharged refrigerant to nameplate specification (`40 lbs`).","Schrader Valve Cores & Brass Caps, R-134a Refrigerant (4 lbs), Filter Drier Element",4.9,
WO-0183,DRYER-201,Refrigerated Air Dryer,2023-12-02,Elena Rostova,condensate drain clog,Ops noted heavy liquid water spray (`353 GPM`) when blowing down downstream pneumatic regulator bowls. Dryer separator drain stuck closed.,Internal float mechanism of pneumatic zero-loss drain jammed shut due to heavy rust particles (`38 ppm`) from aging inlet piping.,Replaced jammed internal float assembly with upgraded heavy-duty electronic zero-loss condensate drain trap (`P/N 5590-REV2`) and flushed separator bowl (`245 GPM`).,"Heavy-Duty Electronic Drain Trap Assembly, Strain Mesh Filter",1.9,
WO-0196,DRYER-201,Refrigerated Air Dryer,2024-01-10,Sarah Jenkins,refrigerant leak,Air dryer dew point gauge reading `85`°C (high dew point alarm active). Suction pressure on refrigerant compressor reading near `0` PSI (`target 47 PSI`).,Fretting wear between rubbing copper refrigerant lines (`0.14 inch` worn away) inside cabinet wore through tubing wall over `8 months`.,"Replaced leaking Schrader valve cores and service caps (`Spec-100`), pulled deep vacuum to verify holding, and recharged refrigerant to nameplate specification (`149 lbs`).","Schrader Valve Cores & Brass Caps, R-134a Refrigerant (4 lbs), Filter Drier Element",4.0,
WO-0253,DRYER-201,Refrigerated Air Dryer,2024-05-14,Elena Rostova,condensate drain clog,Compressed air dew point reading normal (`108`°C) but downstream coalescing filters rapidly flooding with liquid condensate (`50%` saturation).,Solenoid coil burnout (`480V` supply spike) on automatic condensate drain valve (`open circuit` measured across coil terminals).,Replaced burned-out 24V solenoid coil (`Spec-992`) and internal diaphragm repair kit on automatic condensate drain assembly; tested manual blowdown (`38 PSI`).,"24V Drain Solenoid Coil, Diaphragm Repair Kit, Bowl O-Ring",1.0,COMP-201
WO-0257,DRYER-201,Refrigerated Air Dryer,2024-05-21,Jameson Thorne,compressor fault,Compressor contactor chatting rapidly (`47 Hz`). Hermetic dome temperature normal but unit drawing `63 Amps` (`target 109 Amps`).,Internal discharge valve reed fracture inside hermetic shell (`3.3 lbs`) causing complete loss of pumping capacity (`15.7 PSI` differential).,"Replaced failed compressor start kit (`Spec-234` capacitor + relay), checked contactor tips, and verified smooth compressor running draw (`68 Amps`).","Hard Start Capacitor Kit, Compressor Contactor 24V",4.4,
WO-0258,DRYER-201,Refrigerated Air Dryer,2024-05-23,Sarah Jenkins,refrigerant leak,Hot gas bypass valve fully open (`60%`) but dew point remains high (`111`°C). Leak detection dye visible near condenser return bend.,Thermal expansion stress fractured condenser coil U-bend brazed joint (`0.012 gap` crack) due to blocked cooling fan (`137`°C).,"Brazed fractured condenser U-bend (`Spec-209`), pressure tested with nitrogen (`43 PSI`), evacuated to 300 microns, and weighed in `55 lbs` of R-134a.","Condenser U-Bend Fitting, Nitrogen Test Gas (1 Cyl), R-134a (6 lbs)",5.6,
WO-0301,DRYER-201,Refrigerated Air Dryer,2024-07-29,Hannah Abbott,condensate drain clog,Ops noted heavy liquid water spray (`276 GPM`) when blowing down downstream pneumatic regulator bowls. Dryer separator drain stuck closed. Inspected power and control interconnects running to COMP-201 during diagnostic routine.,Internal float mechanism of pneumatic zero-loss drain jammed shut due to heavy rust particles (`39 ppm`) from aging inlet piping.,Replaced jammed internal float assembly with upgraded heavy-duty electronic zero-loss condensate drain trap (`Spec-520`) and flushed separator bowl (`604 GPM`).,"Heavy-Duty Electronic Drain Trap Assembly, Strain Mesh Filter",2.4,COMP-201
