work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0029,PANEL-402,Main Distribution Panel,2023-02-27,Sarah Jenkins,loose connections,Phase A terminal lug glowing red under peak shift current (`157` Amps). Thermal imaging shows `100°C` temperature at cable-to-bus bolted joint. High load demand from driven equipment (XFMR-402) suspected of accelerating component wear.,Vibration transmitted (`0.25` in/sec RMS) from nearby heavy manufacturing equipment loosened bolted terminal connections on main bus joints over `10 months`.,"Replaced heat-damaged Phase A and B terminal lugs (`P/N 2214-B`), polished copper bus interfaces, applied electrical joint compound, torqued hardware to specification, and re-scanned with IR camera under load (`joint temp stabilized at 122°C`).","Replacement Terminal Lugs 500 MCM, Hardware & Washer Kit, Electrical Contact Cleaner",3.5,XFMR-402
WO-0041,PANEL-402,Main Distribution Panel,2023-03-18,Jameson Thorne,breaker trip failure,Ops reported breaker handle stuck in middle/tripped position (`322 in-lbs` resistance). Internal mechanism clicking but contacts will not latch closed.,Broken trip latch pin (`P/N 3489-C`) inside the mechanical trip bar assembly prevented ETU solenoid from unlatching the main spring.,"Removed ACB from cassette, replaced fractured trip latch assembly (`P/N 3649-C`), relubricated entire mechanism (`Spec-806`), and verified opening time (`9 months`).","Mechanical Trip Latch Assembly, Molykote Lubricant, ACB Alignment Tool",6.0,
WO-0047,PANEL-402,Main Distribution Panel,2023-03-27,David Chen,insulation breakdown,Megger insulation resistance check across panel busbars to ground measured `0.19 Mega-ohms` (`critical hazard threshold < 1.0 M-ohm`).,Entry of rodents/pests (`4.2 lbs` found) into distribution cabinet through unsealed floor conduits caused direct phase-to-ground short across energized bus.,"Replaced tracked busbar standoff insulators, cleaned copper bus surfaces, installed new polycarbonate phase barriers (`P/N 9227-B`), and verified insulation resistance (`0.03 Mega-ohms`) across all phases before re-energization.","Replacement Standoff Insulators (Pack of 8), Phase Barrier Kit, Industrial Contact & Cabinet Cleaner",10.8,
WO-0049,PANEL-402,Main Distribution Panel,2023-03-29,Jameson Thorne,breaker trip failure,Ops reported breaker handle stuck in middle/tripped position (`337 in-lbs` resistance). Internal mechanism clicking but contacts will not latch closed.,Blown control power fuse (`144A`) for the electronic trip unit due to a shorted electrolytic capacitor (`0.12 Mega-ohms`) on the trip unit PCB.,"Installed new ETU board (`P/N 8640-B`), replaced control power fuses (`103A`), loaded coordination settings file, and verified primary injection trip points.","ETU Control Board Replacement, Control Power Fuses (2A), Programming Cable",7.1,
WO-0055,PANEL-402,Main Distribution Panel,2023-04-19,Elena Rostova,insulation breakdown,Phase-to-phase flashover occurred across main busbar support insulators during humid morning startup (`marked` soot deposits across backplane).,"Accumulation of conductive industrial dust, carbon soot, and high ambient moisture (`14%` RH) across busbar standoff insulators formed a tracking path to ground (`0.46 Mega-ohms`).","Isolated main feed, cleaned soot and carbon tracking (`4.0 lbs`) from panel interior using dielectric solvent (`Spec-689`), replaced all 6 Glastic busbar support standoff insulators, and performed 1000V Megger test (`reading > 0.41 Mega-ohms`).","Glastic/GPO-3 Busbar Standoff Insulators (6-Pack), Dielectric Solvent Cleaner (3 Cans), Polycarbonate Phase Barriers (Set of 3)",9.5,
WO-0117,PANEL-402,Main Distribution Panel,2023-08-04,Sarah Jenkins,insulation breakdown,Phase-to-phase flashover occurred across main busbar support insulators during humid morning startup (`moderate` soot deposits across backplane).,"Corrosive chemical vapor ingress (`pH 9.2`) eroded the epoxy coating on the busbars, exposing bare copper to phase-to-phase arc tracking.","Removed chemically degraded epoxy busbars, installed new fully insulated fluid-bed coated busbars (`P/N 5280-REV2`), and sealed panel penetrations (`P/N 4370-B`).","Epoxy Insulated Busbar Set, Silicone Cabinet Sealant (2 Tubes), GPO-3 Standoffs",6.4,
WO-0121,PANEL-402,Main Distribution Panel,2023-08-05,Hannah Abbott,loose connections,Voltage drop of `230V V` measured across a single bolted bus splice joint (`normal < 0.1V`). Joint resistance measured at `0.23 Mega-ohms` (high). Note: Vibration and harmonic resonance appear transmitted from XFMR-402.,Galvanic corrosion and oxidation between dissimilar metals (`copper cable to aluminum bus lug`) causing high joint contact resistance (`0.24 Mega-ohms`).,"Cleaned arced busbar contact surfaces, installed new silver-plated copper splice plates (`Spec-348`) and high-tensile hardware with Belleville washers, and verified micro-ohm contact resistance (`< 0.27 Mega-ohms`).","Bus Splice Hardware Kit, Silver Plated Splice Plate, Belleville Washer Set (20-Pack)",3.5,XFMR-402
WO-0130,PANEL-402,Main Distribution Panel,2023-08-13,Priya Patel,insulation breakdown,Megger insulation resistance check across panel busbars to ground measured `0.20 Mega-ohms` (`critical hazard threshold < 1.0 M-ohm`).,"Corrosive chemical vapor ingress (`pH 9.3`) eroded the epoxy coating on the busbars, exposing bare copper to phase-to-phase arc tracking.","Removed chemically degraded epoxy busbars, installed new fully insulated fluid-bed coated busbars (`P/N 7693-A`), and sealed panel penetrations (`Spec-796`).","Epoxy Insulated Busbar Set, Silicone Cabinet Sealant (2 Tubes), GPO-3 Standoffs",7.0,
WO-0146,PANEL-402,Main Distribution Panel,2023-09-15,Jameson Thorne,loose connections,Loud heavy buzzing and arcing sound (`thumping`) heard inside distribution panel enclosure. Localized persistent discoloration on bus connection bolts (`28%` torque loss). Also inspected XFMR-402 to rule out secondary mechanical strain or electrical feed anomalies.,Creep (cold flow) of aluminum feeder cables inside mechanical set-screw lugs (`Spec-473`) reduced contact pressure by `14%`.,"Cut back heat-damaged aluminum cable (`7.6 ft`), installed new dual-rated compression lugs (`P/N 3520-X`) using hydraulic crimper, and terminated to bus with new hardware.","Dual-Rated Al/Cu Compression Lugs 600MCM (3-Pack), Heat Shrink Tubing (Thick Wall), No-Ox Paste",4.9,XFMR-402
WO-0147,PANEL-402,Main Distribution Panel,2023-09-15,Carlos Ramirez,breaker trip failure,Electronic trip unit on main breaker showing fault LED flashing (`47 Hz`). Breaker fails to close or reset (`sharp` mechanical binding in handle lever).,Blown control power fuse (`100A`) for the electronic trip unit due to a shorted electrolytic capacitor (`0.59 Mega-ohms`) on the trip unit PCB.,"Installed new ETU board (`Spec-984`), replaced control power fuses (`73A`), loaded coordination settings file, and verified primary injection trip points.","ETU Control Board Replacement, Control Power Fuses (2A), Programming Cable",7.9,
