work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0010,PUMP-102,Centrifugal Pump,2023-01-17,Marcus Vance,seal leakage,Primary seal weeping process liquid across gland plate (`0.005 clearance`). High frequency acoustic emission (`0.31` in/sec RMS) measured.,Thermal shock (`168`°C spike) and lack of lubrication caused carbon seal face blistering and O-ring degradation after `27181` operating hours.,Replaced mechanical seal faces and O-rings (`P/N 7007-C`); cleaned seal flush line orifice and verified cooling flow (`656 GPM` at `95`°C).,"Mechanical Seal Repair Kit, Viton O-Ring Set",5.5,
WO-0072,PUMP-102,Centrifugal Pump,2023-06-10,Sarah Jenkins,misalignment,Unit exhibiting sharp vibration (`0.45` in/sec RMS) across coupling guard after recent pipework modification (`20 PSI` line).,Anchor bolt relaxation (`52 ft-lbs` under-torqued) on pump skid allowed frame shifting during heavy surge flow (`421 GPM`).,"Re-torqued anchor bolts (`162 ft-lbs`), re-grouted baseplate void (`0.19 inch`), and laser aligned coupling shafts (`0.010 inch` tolerance).","Baseplate Epoxy Grout Kit, Anchor Bolt Lock Washer Set",2.7,
WO-0075,PUMP-102,Centrifugal Pump,2023-06-20,David Chen,impeller wear,Gradual degradation in discharge flow (`41%` reduction to `447 GPM`). Casing inspection revealed noticeable internal turbulence and clicking.,"High-velocity slurry impingement (`190 GPM`) eroded leading edge of impeller vanes, reducing effective outer diameter by `0.10 inch`.","Installed heavy-duty chrome-iron impeller (`Spec-747`), renewed volute liners (`0.11 inch`), and verified rated head recovery (`+15.9 PSI`).","Chrome-Iron Slurry Impeller, Volute Liner Set",9.5,
WO-0088,PUMP-102,Centrifugal Pump,2023-07-01,Carlos Ramirez,misalignment,1X and 2X RPM vibration peaks (`0.41` in/sec RMS) observed across pump and motor coupling. Noticeable heavy axial vibration (`0.66` in/sec RMS).,Thermal growth differential (`0.10 inch` vertical expansion) between pump and motor not compensated for during initial cold alignment (`149`°C operating delta).,"Performed precision laser alignment between pump and driving motor, bringing angular and parallel offset within `0.017 inch` (`45 ft-lbs` hold-down torque).","Elastomeric Coupling Insert, Precision Stainless Steel Shim Pack",4.6,
WO-0143,PUMP-102,Centrifugal Pump,2023-09-10,Carlos Ramirez,bearing failure,Acoustic emission levels spiked `50%` across thrust bearing housing. Oil sampling showed elevated iron and copper wear particles (`443 ppm`).,Lack of lubrication following oil ring hangup inside bearing housing reservoir (`oil level dropped 0.15 inch` below minimum sight glass mark).,"Replaced damaged bearing set (`P/N 8182-REV2`), polished shaft journals (`0.004 inch` fit), and installed new constant level oiler assembly (`Spec-901`).","Thrust Bearing Assembly, Constant Level Oiler, Oil Sight Glass",10.4,
WO-0149,PUMP-102,Centrifugal Pump,2023-09-27,Sarah Jenkins,bearing failure,High frequency vibration (`0.44` in/sec RMS) detected during routine condition monitoring survey on pump outboard bearing (`BPFI peak`). Ops reported load fluctuations on MOTOR-102 coinciding with this fault.,Improper bearing preload and excessive axial thrust load (`12%` above design) caused premature cage fracture and rolling element skidding.,"Replaced thrust bearing housing assembly (`P/N 8774-C`), renewed oil seals, adjusted axial preload shims (`0.10 inch`), and verified dynamic balance (`0.27` in/sec).","Radial Bearing, Thrust Bearing Set, Housing Gasket",6.6,MOTOR-102
WO-0178,PUMP-102,Centrifugal Pump,2023-11-28,Elena Rostova,bearing failure,Elevated bearing housing temperature (`122`°C measured via infrared gun) along with abnormal screeching sound (`0.18` in/sec RMS) from thrust end.,Lack of lubrication following oil ring hangup inside bearing housing reservoir (`oil level dropped 0.07 inch` below minimum sight glass mark).,"Replaced damaged bearing set (`Spec-138`), polished shaft journals (`0.009 inch` fit), and installed new constant level oiler assembly (`Spec-289`).","Thrust Bearing Assembly, Constant Level Oiler, Oil Sight Glass",7.4,
WO-0181,PUMP-102,Centrifugal Pump,2023-12-01,Elena Rostova,cavitation,Found pump exhibiting progressive casing vibration (`0.60` in/sec RMS) and vibration near inlet manifold. Possible flow restriction or NPSH margin drop (`< 8.8 feet`).,Inlet bellmouth vortexing and turbulence caused by low liquid level (`29%` submerged) and degraded baffle plates after `12337` hours of service.,"Installed vortex suppressor baffle inside suction tank, topped off level above `29%`, and verified steady suction pressure (`+18.2 PSI`).","Vortex Baffle Plate Assembly, Tank Mounting Hardware",4.8,
WO-0230,PUMP-102,Centrifugal Pump,2024-04-02,Jameson Thorne,misalignment,Elevated temperatures on both motor and pump inboard bearing housings (`84`°C) with excessive humming noise (`49 Hz` frequency). Unit overdrawing current when MOTOR-102 operates at peak capacity.,Soft foot condition under motor baseplate (`0.022 inch` gap on right rear foot) causing structural distortion during anchor bolt torquing (`120 ft-lbs`).,Replaced worn elastomeric coupling insert (`Spec-949`) and re-laser aligned pump/motor train to tight tolerance (`< 0.007 inch` offset).,Omega Coupling Half and Element,3.1,MOTOR-102
WO-0251,PUMP-102,Centrifugal Pump,2024-05-10,David Chen,cavitation,Noticeable significant crackling and popping sounds heard from pump suction casing. Discharge pressure is drastic erratic under normal load (`+/- 9.0 PSI`).,Operating pump excessively far out beyond its Best Efficiency Point (BEP) by `53%` during high production demand (`716 GPM`).,Adjusted VFD speed profile (`57 Hz`) and trimmed discharge flow to keep pump operating within optimal BEP parameters (`+/- 54%` curve).,None,2.9,
