work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0016,MOTOR-102,Induction Motor,2023-01-24,Sarah Jenkins,winding insulation failure,High leakage current (`0.46 Mega-ohms` insulation resistance) to earth. Stator winding temperature RTD spiked abruptly to `89`°C before trip.,Overloading motor beyond `1.15` service factor (`drawing 29%` above rated `82 Amps`) during peak production caused sustained copper heating (`158`°C).,"Performed complete motor replacement (`Spec-673`), renewed lead lugs (`158 ft-lbs` torque), and verified dynamic balance (`0.41` in/sec) and laser alignment (`0.018 gap`).","Warehouse Spare Induction Motor Assembly, Mounting Bolt Set, Lead Connectors",9.4,
WO-0066,MOTOR-102,Induction Motor,2023-05-26,Carlos Ramirez,rotor imbalance,"High horizontal vibration measured at motor drive-end (`0.28` in/sec RMS, `34%` above ISO 10816 alarm threshold). Unit humming loudly (`chattering`). Also inspected PUMP-102 to rule out secondary mechanical strain or electrical feed anomalies.",Uneven accumulation of heavy dried process cake and dirt (`0.28 inch` layer) inside rotor cooling channels and external fan blades.,"Removed rotor from stator, cleaned debris from cooling slots, checked shaft runout on lathe (`0.012 inch`), and dynamically balanced rotor to G2.5 grade (`0.71` in/sec).","Replacement Cooling Fan Assembly, Shaft Key, Balancing Weights",6.6,PUMP-102
WO-0082,MOTOR-102,Induction Motor,2023-06-26,Sarah Jenkins,rotor imbalance,"High horizontal vibration measured at motor drive-end (`0.69` in/sec RMS, `37%` above ISO 10816 alarm threshold). Unit humming loudly (`thumping`).",Loss of balancing weight (`7.6 lbs` mass detached) from cooling fan or rotor end ring due to vibration fatigue (`0.82` in/sec) over `12260` hours.,"Disassembled cooling fan shroud, cleaned rotor assembly (`6.9 lbs` dirt cleared), and performed in-situ two-plane dynamic field balancing using trim weights (`P/N 9775-REV2`).","Dynamic Balancing Trim Weight Kit, Fan Shroud Fasteners",7.1,
WO-0092,MOTOR-102,Induction Motor,2023-07-03,Marcus Vance,bearing wear,Vibration analysis indicates severe inner race defect frequencies (BPFI) on motor drive-end bearing (`0.75` in/sec RMS) with `extreme` harmonics. Maintenance triggered after unusual process flow/pressure drop noted on primary process unit PUMP-102.,Normal fatigue wear of deep groove ball bearings (`0.015 inch` race play) after exceeding `25094` hours of continuous operating life.,"Disassembled motor, installed insulated NDE bearing and standard DE bearing (`Spec-374`), verified proper clearance (`0.012 gap`), and tested smooth running (`0.62` in/sec).","SKF Deep Groove Ball Bearing Set, Grease Valve Kit, End Shield Gasket",4.9,PUMP-102
WO-0095,MOTOR-102,Induction Motor,2023-07-05,Sarah Jenkins,winding insulation failure,Main breaker tripped instantly (`80 Amps` fault) upon energization at `460V +/- 4%`. Stator surge comparison test confirmed turn-to-turn short in phase coil.,Overloading motor beyond `1.15` service factor (`drawing 17%` above rated `184 Amps`) during peak production caused sustained copper heating (`116`°C).,"Performed complete motor replacement (`P/N 5182-X`), renewed lead lugs (`144 ft-lbs` torque), and verified dynamic balance (`0.74` in/sec) and laser alignment (`0.011 gap`).","Warehouse Spare Induction Motor Assembly, Mounting Bolt Set, Lead Connectors",9.0,
WO-0135,MOTOR-102,Induction Motor,2023-08-21,David Chen,rotor imbalance,"High horizontal vibration measured at motor drive-end (`0.30` in/sec RMS, `12%` above ISO 10816 alarm threshold). Unit humming loudly (`high-pitched squealing`).",Uneven accumulation of heavy dried process cake and dirt (`0.12 inch` layer) inside rotor cooling channels and external fan blades.,"Removed rotor from stator, cleaned debris from cooling slots, checked shaft runout on lathe (`0.012 inch`), and dynamically balanced rotor to G2.5 grade (`0.39` in/sec).","Replacement Cooling Fan Assembly, Shaft Key, Balancing Weights",5.2,
WO-0138,MOTOR-102,Induction Motor,2023-08-27,Carlos Ramirez,bearing wear,Vibration analysis indicates severe inner race defect frequencies (BPFI) on motor drive-end bearing (`0.24` in/sec RMS) with `progressive` harmonics.,Contamination of bearing grease with ambient chemical dust (`180 ppm` solids) through defective shaft labyrinth seal (`0.018 gap`).,"Replaced DE/NDE bearings (`P/N 5805-REV2`), installed upgraded non-contact INPRO labyrinth shaft seals (`P/N 6841-REV2`), and greased with Polyrex EM (`64%` fill).","Precision Ball Bearing C3 Set, INPRO Labyrinth Seal Kit, Polyrex EM Grease",4.5,
WO-0156,MOTOR-102,Induction Motor,2023-10-12,Priya Patel,winding insulation failure,High leakage current (`0.51 Mega-ohms` insulation resistance) to earth. Stator winding temperature RTD spiked abruptly to `125`°C before trip.,Contamination of stator coils with airborne conductive dust (`40 ppm`) and moisture (`RH > 40%`) due to missing terminal box gasket.,"Replaced motor with premium efficiency spare (`P/N 4006-B`), installed line reactor (`Spec-190`) on VFD output (`460V`), and renewed terminal box seals.","Stator Rewind Kit, VFD Output Line Reactor, Terminal Gasket Set",9.7,
WO-0197,MOTOR-102,Induction Motor,2024-01-15,Priya Patel,winding insulation failure,Main breaker tripped instantly (`30 Amps` fault) upon energization at `460V +/- 4%`. Stator surge comparison test confirmed turn-to-turn short in phase coil.,Voltage spikes (`> 460V +/- 2% peak`) from VFD switching transients exceeded insulation dielectric breakdown threshold (`0.17 Mega-ohms` remaining resistance).,Swapped out failed motor with certified warehouse spare unit (`Spec-955`); sent damaged stator for rewind and core loss testing (`1.5%`).,"Complete Replacement Induction Motor 50HP, Coupling Key, Shim Pack",8.3,
WO-0218,MOTOR-102,Induction Motor,2024-03-11,Marcus Vance,winding insulation failure,Main breaker tripped instantly (`185 Amps` fault) upon energization at `480V +/- 1%`. Stator surge comparison test confirmed turn-to-turn short in phase coil.,Contamination of stator coils with airborne conductive dust (`115 ppm`) and moisture (`RH > 63%`) due to missing terminal box gasket.,"Replaced motor with premium efficiency spare (`P/N 4745-B`), installed line reactor (`Spec-158`) on VFD output (`460V +/- 2%`), and renewed terminal box seals.","Stator Rewind Kit, VFD Output Line Reactor, Terminal Gasket Set",9.6,
WO-0266,MOTOR-102,Induction Motor,2024-06-04,Hannah Abbott,overheating,Ops reported strong heat waves radiating from motor frame (`135`°C) and `62%` drop in operating speed (`RPM`). Field diagnostics indicate misalignment at shaft coupling connecting directly to PUMP-102.,Voltage unbalance of `13%` across supply lines (`480V`) caused `27%` increase in localized rotor and stator copper heating (`122`°C).,Installed auxiliary cooling blower unit (`P/N 6970-REV2`) for low-speed VFD operation (`< 53 Hz`) and cleaned existing motor frame cooling channels (`49%` airflow restored).,"Auxiliary Forced-Air Blower Kit 460V, Fan Shroud Mounting Brackets",2.3,PUMP-102
WO-0287,MOTOR-102,Induction Motor,2024-07-13,Priya Patel,overheating,Motor frame temperature exceeding `124`°C measured across cooling fins. RTD sensors indicating winding temp near `98`°C (`alarm limit 140°C`). Issue first noticed after high-temperature trip occurred on PUMP-102.,Broken external cooling fan blade (`23%` fan area lost) caused loss of turbulent airflow across cooling ribs under `75 Amps` load.,"Replaced damaged polypropylene cooling fan (`P/N 1761-B`), straightened bent fan cowl (`0.008 gap`), and verified full airflow restoration (`76`°C housing).","Polypropylene Replacement Cooling Fan, Cowl Hardware Kit",4.0,PUMP-102
WO-0305,MOTOR-102,Induction Motor,2024-07-31,David Chen,overheating,Continuous thermal cycling alarms (`94`°C trip setpoint). Cooling airflow exiting fan cover feels severely restricted (`35%` drop).,"Running motor at low RPM (`< 23 Hz`) via VFD without auxiliary blower forced-air cooling, leading to severe thermal stagnation (`120`°C).","Corrected upstream tap settings on transformer to balance phase voltage (`230V`), deep cleaned motor heat sink fins, and verified winding temp dropped (`-96`°C).","Cooling Fan Blade Assembly, Shroud Fasteners, Fan Guard Grid",2.3,
WO-0311,MOTOR-102,Induction Motor,2024-08-05,Priya Patel,winding insulation failure,High leakage current (`0.31 Mega-ohms` insulation resistance) to earth. Stator winding temperature RTD spiked abruptly to `117`°C before trip.,Localized stator core lamination short (`94`°C hotspot) burnt through adjacent winding slot liner during `23275` hours of high-load running.,"Disassembled motor, performed lamination core restacking and acid burn, completed Class H rewind (`P/N 5760-REV2`), and tested under full load (`71 Amps` at `480V +/- 2%`).","Stator Lamination Restack Kit, Rewind Coil Set Class H, Lead Wire Assembly",8.1,
WO-0377,MOTOR-102,Induction Motor,2024-12-09,Carlos Ramirez,overheating,Motor frame temperature exceeding `104`°C measured across cooling fins. RTD sensors indicating winding temp near `102`°C (`alarm limit 140°C`). Suspect binding or restriction here caused elevated current draw on PUMP-102.,Broken external cooling fan blade (`25%` fan area lost) caused loss of turbulent airflow across cooling ribs under `160 Amps` load.,"Replaced damaged polypropylene cooling fan (`Spec-200`), straightened bent fan cowl (`0.009 gap`), and verified full airflow restoration (`96`°C housing).","Polypropylene Replacement Cooling Fan, Cowl Hardware Kit",2.9,PUMP-102
