work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0002,TOWER-301,Cooling Tower,2023-01-05,Jameson Thorne,fan motor failure,"Cooling tower basin water temperature rising above `32°C` alarm setpoint (`+100`°C spike). Fan motor stationary (`0 Amps` draw, `460V +/- 1%` at terminals). Note: Vibration and harmonic resonance appear transmitted from CHILL-301.","Moisture and corrosive cooling tower mist penetrated motor terminal enclosure, causing insulation breakdown (`0.64 Mega-ohms` resistance) across stator leads.","Removed failed cooling tower fan motor using crane, installed severe-duty TEFC replacement motor (`P/N 4948-X`), renewed shaft alignment (`0.009 inch`), and sealed terminal box with RTV.","Severe-Duty TEFC Cooling Tower Motor 25HP, Composite Coupling Element, RTV Silicone Sealant",6.2,CHILL-301
WO-0027,TOWER-301,Cooling Tower,2023-02-18,Priya Patel,fan motor failure,Cooling tower fan motor tripped VFD/overload breaker (`175 Amps` overcurrent). Motor frame burning hot (`94`°C) with `marked` smoke from terminal box.,Cooling fan blade imbalance (`0.007 inch` pitch deviation) destroyed motor output shaft bearings (`0.016 gap`) over `4 years`.,"Replaced fan motor (`Spec-797`), adjusted fan blade pitch angle (`130 ft-lbs` bolt torque), rebalanced hub assembly, and verified vibration (`< 0.53 in/sec`).","TEAO Cooling Tower Motor 40HP, Fan Hub Balancing Kit, Pitch Protractor Tool",5.5,
WO-0032,TOWER-301,Cooling Tower,2023-03-02,Carlos Ramirez,fan motor failure,Loud localized grinding buzzing/humming sound from cooling tower fan gearbox/motor coupling. Fan blades spinning erratically (`19 Hz` speed fluctuations).,"Gearbox input shaft lip seal failure (`0.10 inch` gap) allowed moisture ingress, turning lubricating gear oil into an emulsion (`32%` water).","Drained emulsified gearbox oil, replaced input shaft seal (`P/N 4875-REV2`), installed new severe-duty motor (`Spec-350`), and refilled with `28 lbs gal` synthetic gear lube.","Gearbox Input Seal, Synthetic Gear Oil ISO 220 (5 Gal), Severe-Duty Motor 20HP",6.8,
WO-0033,TOWER-301,Cooling Tower,2023-03-03,Marcus Vance,scale buildup,Elevated approach temperature (`+117`°C) between tower basin water and wet-bulb temp (`> 5.5°C`). Fill media sagging under weight (`118 lbs lbs`) of scale deposits. Tech observed abnormal acoustic noise propagating across the coupling from CHILL-301.,"Solenoid valve on makeup water line stuck open (`0.019 gap` debris), causing constant overflow and dilution of expensive chemical scale inhibitors.","Replaced makeup water solenoid valve (`P/N 3748-C`), drained basin, pressure washed `0.26 inch` scale from heater elements, and shock-dosed scale inhibitor (`58 lbs`).","Makeup Water Solenoid 1-1/2"", Basin Heater Element 5kW, Liquid Scale Inhibitor (5 Gal)",5.8,CHILL-301
WO-0073,TOWER-301,Cooling Tower,2023-06-10,Elena Rostova,scale buildup,Ops noted slight scale shedding from drift eliminators into cold water basin (`severe` debris accumulation near suction screen). Tech observed abnormal acoustic noise propagating across the coupling from CHILL-301.,Improper pH control (`pH > 6.4`) caused rapid precipitation of calcium and magnesium scale across warm PVC fill surfaces (`125`°C).,"Descaled distribution header and nozzles, vacuumed scale debris (`1.5 lbs`) from cold water basin, and repaired chemical scale inhibitor dosing pump tubing (`P/N 8889-B`).","Replacement Fill Media Bundles (2 Packs), Drift Eliminator Sections, Basin Strainer Screen",4.7,CHILL-301
WO-0100,TOWER-301,Cooling Tower,2023-07-08,Priya Patel,scale buildup,Elevated approach temperature (`+100`°C) between tower basin water and wet-bulb temp (`> 5.5°C`). Fill media sagging under weight (`116 lbs lbs`) of scale deposits.,High cycles of concentration (`> 6.0`) operated without adequate bleed-off rate (`307 GPM` deficit) due to stuck automatic conductivity blowdown valve (`Spec-455`).,"Pressure washed PVC fill pack and drift eliminators with low-pressure wide-fan nozzle (`81 PSI`), repaired conductivity blowdown valve (`Spec-897`), and calibrated chemical dosing (`208 ml/min`).","Cooling Tower Spray Nozzles (12-Pack), Conductivity Blowdown Solenoid Valve Rebuild Kit",4.3,
WO-0127,TOWER-301,Cooling Tower,2023-08-12,Marcus Vance,water distribution blockage,Dry patches (`69%` un-wetted area) visible across top of PVC fill media. Hot water basin overflowing (`284 GPM`) around distribution basin edges.,"Failure of bypass valve linkage (`125 ft-lbs` broken) dumped full condenser flow (`242 GPM`) over one cell, overwhelming the distribution basin capacity.","Repaired bypass valve mechanical linkage (`Spec-262`), manually cleared `74%` blockage from distribution pan, rebalanced cell flow valves, and checked nozzle patterns.","Bypass Valve Actuator Arm, Distribution Pan Sweeper Nozzle, Flow Balancing Valve Kit",4.0,
WO-0145,TOWER-301,Cooling Tower,2023-09-14,Marcus Vance,fan motor failure,Severe vibration (`0.53` in/sec) detected on fan deck. Motor cooling fins packed solidly with `0.14 inch` of cooling tower mineral scale.,Severe bearing seizure (`44 ft-lbs` lockup) due to water wash-out of grease (`37%` loss) in vertical fan motor lower bearing during heavy monsoon/spray conditions.,"Swapped out burned cooling tower fan motor with spare severe-duty VFD-rated motor (`P/N 7047-A`), replaced flexible shaft coupling (`P/N 5296-REV2`), and verified fan pitch balance (`0.011 gap`).","Replacement Cooling Tower Induction Motor, Flexible Drive Shaft Coupling, Motor Rain Canopy",5.9,
WO-0161,TOWER-301,Cooling Tower,2023-10-24,Hannah Abbott,scale buildup,Cooling tower blowdown line restricted (`35%` flow capacity) by hard calcium carbonate scaling. Basin conductivity reading `26 Hz uS/cm` (very high).,Failure of chemical scale inhibitor/dispersant dosing pump (`460V` power loss) allowed calcium carbonate hardness to exceed saturation index (`LSI > +1.5`).,"Circulated bio-dispersant and mild descaling agent (`P/N 6084-REV2`) through tower loop for `27225` hours, flushed cold water basin, and serviced bleed-off solenoid (`P/N 1541-A`).","Cooling Tower Descaling Chemical (15 Gal), Bio-Dispersant (5 Gal), Replacement PVC Fill Block Sections (4 Bundles)",5.0,
WO-0206,TOWER-301,Cooling Tower,2024-01-29,Marcus Vance,fan motor failure,VFD indicating ground fault trip on cooling tower fan feed. Megger test shows dead short (`0.12 Mega-ohms` insulation resistance) on motor leads.,Severe bearing seizure (`222 in-lbs` lockup) due to water wash-out of grease (`92%` loss) in vertical fan motor lower bearing during heavy monsoon/spray conditions.,"Swapped out burned cooling tower fan motor with spare severe-duty VFD-rated motor (`P/N 8859-B`), replaced flexible shaft coupling (`P/N 7188-C`), and verified fan pitch balance (`0.008 gap`).","Replacement Cooling Tower Induction Motor, Flexible Drive Shaft Coupling, Motor Rain Canopy",7.9,
WO-0250,TOWER-301,Cooling Tower,2024-05-09,Carlos Ramirez,water distribution blockage,"Multiple distribution target nozzles completely plugged (`40%` blocked) with debris, causing heavy localized channeling and splashing inside tower.","Accumulation of wind-blown leaves, plastic wrappers, and organic debris (`6.4 lbs`) in hot water distribution basin plugging nozzle orifices (`0.009 gap`).","Removed hot water basin covers, manually cleared leaves/debris (`4.1 lbs`) from all distribution nozzles, pressure washed basin (`61 PSI`), and chlorinated loop.","Polypropylene Target Spray Nozzles (15-Pack), Basin Cover Fasteners",2.1,
WO-0294,TOWER-301,Cooling Tower,2024-07-23,Elena Rostova,water distribution blockage,Cooling efficiency degraded (`+121`°C higher leaving water temp). Inspection showed `0.61` in/sec vibration from water hammering in header.,"Structural collapse of fiberglass distribution header pipe (`1.0 ft` section) due to winter freeze damage, dumping water straight into basin.","Replaced shattered fiberglass header section (`Spec-168`), installed new target nozzles (`P/N 9202-REV2`), flushed system of fiberglass shards (`6.3 lbs`), and verified distribution pattern.","FRP Header Pipe Section (10ft), Flange Gasket Kit, Target Spray Nozzle Set (12x)",2.2,
WO-0309,TOWER-301,Cooling Tower,2024-08-02,Marcus Vance,water distribution blockage,Cooling efficiency degraded (`+95`°C higher leaving water temp). Inspection showed `0.22` in/sec vibration from water hammering in header. Suspect binding or restriction here caused elevated current draw on CHILL-301.,Severe algae and biological slime mats (`0.14 inch` thick) broke loose from distribution header piping and lodged inside target spray nozzles.,"Disassembled and cleaned 36 target spray nozzles (`P/N 4082-C`), flushed main distribution header piping, installed new coarse inlet strainer baskets (`Spec-349`), and shock-chlorinated tower.","Replacement Distribution Nozzles (24-Pack), Coarse Mesh Inlet Strainer Basket, Shock Biocide (5 Gal)",2.4,CHILL-301
