work_order_id,asset_id,asset_type,date,technician_name,failure_mode,symptom_description,root_cause,action_taken,parts_used,downtime_hours,related_asset_ids
WO-0024,BLR-502,Steam Boiler,2023-02-17,Sarah Jenkins,pressure relief valve failure,Annual boiler safety valve pop test failed: valve stuck closed during lever lifting test (`330 in-lbs` pull) or opened `17.4 PSI` above stamped ASME set pressure.,Oversized safety valve for the current boiler load causing rapid cycling/chattering (`50 Hz cycles/min`) and seat damage.,"Replaced damaged valve with correctly sized ASME relief valve (`P/N 3856-B`), secured vent piping with spring hangers, and verified smooth lift and reseat.","Reduced Capacity ASME Valve, Spring Pipe Hangers, Drip Pan",3.6,
WO-0037,BLR-502,Steam Boiler,2023-03-13,David Chen,pressure relief valve failure,Relief valve popped off prematurely at `63` PSI during normal operation (`nameplate setpoint 150 PSI`). Valve fails to reseat tightly after blowing down.,"Corrosion, scale, and boiler alkalinity carryover particles (`0.11 inch` debris) lodged between safety valve disc and stainless steel nozzle seat after previous simmer event.","Isolated boiler, removed leaking safety relief valve, installed certified code-stamped replacement ASME safety relief valve (`Spec-557`) set at 150 PSI, and verified zero leakage under full operating pressure.","ASME Section I Code-Stamped Safety Relief Valve (1.5x2.5 inch, 150 PSI), Spiral Wound Flange Gasket 1.5-inch, High-Temp Stud Bolt Set",4.8,
WO-0038,BLR-502,Steam Boiler,2023-03-13,Elena Rostova,scale buildup,Fuel consumption increased by `37%%` per ton of steam generated (`extreme` efficiency drop). Low water cutoff float chamber fouled with sludge accumulation.,Condensate return contaminated with process calcium (`63 ppm ppm hardness`) from a leaking heat exchanger.,"Located and repaired leaking process heat exchanger (`Spec-111`), acid washed boiler waterside (`53 lbs gal` acid), and re-passivated metal surfaces.","Process Heat Exchanger Tube Bundle, Muriatic Acid (55 Gal), Passivation Chemical",8.7,
WO-0132,BLR-502,Steam Boiler,2023-08-17,Hannah Abbott,tube leak,"Conductivity of boiler water unexpectedly low (`0.59 Mega-ohms uS/cm`) despite high chemical feed, indicating massive dilution from makeup water.",Stress corrosion cracking (`SCC`) near the tubesheet weld due to excessive residual rolling stresses (`155 ft-lbs`) and high causticity (`pH 8.8`).,"Stress-relieved tubesheet welds using ceramic heating pads (`86°C`), adjusted blowdown rate to control alkalinity (`pH 5.5`), and replaced SCC-damaged tubes (`P/N 3286-B`).","SA-210 Medium Carbon Tubes, Ceramic Heating Pads (Rental), Alkalinity Test Kit",11.2,
WO-0170,BLR-502,Steam Boiler,2023-11-14,Marcus Vance,tube leak,Loud excessive hissing and steam escaping sound (`high-pitched squealing`) audible inside furnace firebox when burner cycles off. White steam blowing out of stack.,Stress corrosion cracking (`SCC`) near the tubesheet weld due to excessive residual rolling stresses (`349 in-lbs`) and high causticity (`pH 9.4`).,"Stress-relieved tubesheet welds using ceramic heating pads (`86°C`), adjusted blowdown rate to control alkalinity (`pH 5.6`), and replaced SCC-damaged tubes (`P/N 5679-C`).","SA-210 Medium Carbon Tubes, Ceramic Heating Pads (Rental), Alkalinity Test Kit",10.0,
WO-0174,BLR-502,Steam Boiler,2023-11-22,Sarah Jenkins,burner malfunction,"Intermittent flame failure lockouts during high-to-low fire modulation transitions. Tech observed abnormal yellow, smoky flame instead of tight blue pattern.",Gas pressure regulator diaphragm drift (`-11.2 PSI`) caused improper air-to-fuel ratio (`excessively rich mixture`) leading to flame instability and high CO.,"Replaced defective UV flame scanner head and ignition electrode assembly (`Spec-779`), tightened and recalibrated air/fuel modulating linkage arms (`Spec-565`), and set combustion profile using digital flue gas analyzer.","Modulating Servo Actuator Motor, Gas Solenoid Valve Coil 120V, Burner Diffuser Gasket",3.6,
WO-0182,BLR-502,Steam Boiler,2023-12-02,Hannah Abbott,scale buildup,Visual inspection shows `44%%` of tube passes bridged solid with scale. Acid clean required.,Lack of daily bottom blowdown execution by plant operators allowed suspended solids (`417 ppm ppm TDS`) and sludge to bake onto hot tubesheet surfaces.,"Circulated inhibited sulfamic acid descaling solution (`Spec-931`) through boiler waterside loop for `18767` hours, neutralized and flushed until pH neutral, inspected tubes (`scale completely cleared`), and renewed handhole gaskets.","Water Softener Cation Resin (5 Bags), Boiler Handhole Gaskets (Top & Bottom Set), Internal Scale Treatment Chemical (15 Gal)",8.4,
WO-0192,BLR-502,Steam Boiler,2024-01-04,Priya Patel,tube leak,Acoustic tube leak detection alarm triggered (`44 Hz Hz` signature). Boiler pressure dropping `25.5` PSI below setpoint despite burner firing at high fire.,Localized waterside oxygen pitting corrosion (`0.25 inch` deep) inside fire tubes due to intermittent failure of boiler feedwater deaerator (`125°C` operation) / oxygen scavenger chemical dosing.,"Isolated and cooled down boiler, opened front and rear doors, identified 3 leaking fire tubes using hydrostatic test (`37 PSI`), reamed out and cut out failed tubes, rolled and beaded in new seamless steel boiler tubes (`Spec-624`), and hydro-tested to 150 PSI.","Seamless Steel Boiler Tubes 2.5-inch OD (Bundle of 4), Refractory Door Rope Gasket Kit, Tubesheet Ferrules",10.1,
WO-0193,BLR-502,Steam Boiler,2024-01-05,Sarah Jenkins,tube leak,Loud high hissing and steam escaping sound (`chattering`) audible inside furnace firebox when burner cycles off. White steam blowing out of stack.,"Waterside scale accumulation (`> 0.12 inch thick`) caused localized insulating effect, leading to tube metal overheating (`108°C`) and stress rupture.","Cut out cracked fire tubes, ground out and re-welded/rolled tube-to-tubesheet joints on adjacent tubes, replaced door gaskets, and adjusted deaerator operating temperature to `105°C` (`95°C`).","Boiler Tube Plug Kit, Refractory Cement Patch (50 lb Bag), Door Sealing Gasket",11.1,
WO-0194,BLR-502,Steam Boiler,2024-01-06,Marcus Vance,tube leak,Flue gas oxygen (`O2`) levels abnormally low (`< 14%%`) due to steam displacement. Boiler struggling to maintain `45 PSI` header pressure.,Fireside acid dew-point corrosion on outer tube walls caused by burning sulfur-bearing fuel during low-load/low-temperature operation (`< 111°C` stack temp).,"Opened fireside doors, plugged 2 leaking tubes using certified tapered steel boiler tube plugs (`Spec-991`) as temporary repair, calibrated oxygen scavenger chemical dosing pump, and scheduled full retubing during summer outage.","Tapered Steel Boiler Tube Plugs (Set of 4), High-Temperature Door Gasket Rope, Oxygen Scavenger Chemical (10 Gal)",10.9,
